,Date,Audience,Creative_Family,Creative_Version,Platform,Ad_Format,Campaign Traffic,Total_Sessions,Total_Bounces,Total_Duration,Days away from max date,Latest report?,Target_Groups
2395,2022-10-11,2,CloserTwins,MoreAll,User ID Display,,Campaign,5,0,0,20,0,1
2396,2022-07-20,4,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0,103,0,2
2397,2022-06-09,4,CloseFaster,MoreAll,User ID Display,,Campaign,25,0,0,144,0,2
2398,2022-07-28,4,CloseFaster,MoreAll,User ID Display,,Campaign,7,0,0,95,0,2
2399,2022-10-07,3,UnfairAdvantage,OnePage,User ID Display,,Campaign,12,0,0,24,0,1
2400,2022-07-07,2,UnfairAdvantage,OnePage,Facebook,Single image,Campaign,1,0,0,116,0,1
2401,2022-05-01,1,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0,183,0,1
2402,2022-10-25,4,UnfairAdvantage,NaN,LinkedIn,Single image,Campaign,8,0,0,6,1,2
2403,2022-09-09,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,7,0,145,52,0,2
2404,2022-10-16,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,4,0,800,15,0,2
2405,2022-08-03,2,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,89,0,1
2406,2022-05-08,4,CloserTwins,Faceoff,Domain Display,,Campaign,2,0,0,176,0,2
2407,2022-08-15,4,CloserTwins,FasterAll,Domain Display,,Campaign,1,0,0,77,0,2
2408,2022-08-05,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0,87,0,2
2409,2022-10-21,,NaN,NaN,,,General traffic,2338,343,956406,10,1,
2410,2022-10-07,3,CloseFaster,FasterAll,Domain Display,,Campaign,1,0,0,24,0,1
2411,2022-05-04,2,CloserTwins,ShapeUp,Facebook,Video,Campaign,4,0,745,180,0,1
2412,2022-07-12,,NaN,NaN,,,General traffic,2566,373,786406,111,0,
2413,2022-06-06,,NaN,NaN,,,General traffic,3821,536,1640350,147,0,
2414,2022-05-02,5,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,9,0,0,182,0,2
2415,2022-09-21,5,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,1,0,0,40,0,2
2416,2022-06-18,1,CloserTwins,Faceoff,Domain Display,,Campaign,2,0,0,135,0,1
2417,2022-07-10,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,32,113,0,2
2418,2022-06-04,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,149,0,2
2419,2022-08-21,3,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,1,0,0,71,0,1
2420,2022-07-01,4,CloseFaster,FasterAll,User ID Display,,Campaign,1,0,0,122,0,2
2421,2022-09-15,5,CloseFaster,MoreAll,User ID Display,,Campaign,13,0,0,46,0,2
2422,2022-07-29,3,CloserTwins,MoreAll,User ID Display,,Campaign,8,0,0,94,0,1
2423,2022-10-03,5,UnfairAdvantage,NaN,LinkedIn,Single image,Campaign,1,0,0,28,0,2
2424,2022-06-17,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,5,0,373,136,0,2
2425,2022-06-18,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,4,0,0,135,0,2
2426,2022-08-02,4,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,0,90,0,2
2427,2022-07-16,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,0,107,0,2
2428,2022-08-07,4,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0,85,0,2
2429,2022-09-10,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,51,0,2
2430,2022-04-23,4,CloserTwins,Faceoff,Domain Display,,Campaign,1,0,0,191,0,2
2431,2022-06-20,3,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,133,0,1
2432,2022-05-13,3,CloserTwins,Namaste,LinkedIn,Video,Campaign,2,0,0,171,0,1
2433,2022-08-09,4,UnfairAdvantage,OnePage,Domain Display,,Campaign,3,0,0,83,0,2
2434,2022-09-03,4,CloseFaster,MoreAll,User ID Display,,Campaign,1,0,0,58,0,2
2435,2022-10-15,2,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,4,0,0,16,0,1
2436,2022-09-01,4,CloserTwins,Competitors,Domain Display,,Campaign,4,0,0,60,0,2
2437,2022-08-19,3,UnfairAdvantage,OnePage,User ID Display,,Campaign,3,0,0,73,0,1
2438,2022-04-10,,NaN,NaN,,,General traffic,201,1,21687,204,0,
2439,2022-06-28,4,CloseFaster,FasterAll,User ID Display,,Campaign,7,0,0,125,0,2
2440,2022-07-16,1,CloseFaster,FasterAll,Domain Display,,Campaign,1,0,0,107,0,1
2441,2022-09-10,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,10,0,44,51,0,2
2442,2022-08-21,5,CloserTwins,Faceoff,Domain Display,,Campaign,5,0,0,71,0,2
2443,2022-09-03,2,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0,58,0,1
2444,2022-10-07,6,SEM Ads,CloseMore,Google SEM,CPC,Campaign,2,0,882,24,0,3
2445,2022-07-23,3,CloserTwins,Faceoff,Facebook,Video,Campaign,1,0,0,100,0,1
2446,2022-09-22,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,0,39,0,2
2447,2022-10-01,3,CloserTwins,MoreAll,User ID Display,,Campaign,14,0,112,30,0,1
2448,2022-06-27,4,CloseFaster,FasterAll,User ID Display,,Campaign,6,0,0,126,0,2
2449,2022-06-29,1,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,1,0,0,124,0,1
2450,2022-07-15,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,108,0,2
2451,2022-08-24,2,CloseFaster,FasterAll,User ID Display,,Campaign,3,0,0,68,0,1
2452,2022-08-24,1,UnfairAdvantage,OnePage,User ID Display,,Campaign,7,0,0,68,0,1
2453,2022-10-14,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,92,0,4318,17,0,3
2454,2022-07-06,,NaN,NaN,,,General traffic,2570,404,782739,117,0,
2455,2022-05-13,4,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,36,171,0,2
2456,2022-10-15,4,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,1,0,0,16,0,2
2457,2022-05-21,3,UnfairAdvantage,NaN,Facebook,Single image,Campaign,1,0,0,163,0,1
2458,2022-08-15,,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,77,0,
2459,2022-09-12,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0,49,0,1
2460,2022-05-16,4,CloserTwins,Namaste,LinkedIn,Video,Campaign,2,0,0,168,0,2
2461,2022-06-21,6,SEM Ads,CloseMore,Google SEM,CPC,Campaign,10,0,2950,132,0,3
2462,2022-05-19,1,CloserTwins,Cutdown,LinkedIn,Video,Campaign,1,0,0,165,0,1
2463,2022-09-14,4,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,2,0,0,47,0,2
2464,2022-06-18,4,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,4,0,139,135,0,2
2465,2022-05-24,6,Trade Media Ads,NaN,Trade Media,National_mortgage_news,Campaign,1,0,0,160,0,3
2466,2022-08-06,4,CloserTwins,FasterAll,Domain Display,,Campaign,1,0,0,86,0,2
2467,2022-05-06,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,3,0,21,178,0,2
2468,2022-09-27,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,15,0,0,34,0,1
2469,2022-09-15,5,CloserTwins,MoreAll,Domain Display,,Campaign,3,0,0,46,0,2
2470,2022-06-11,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,6,0,0,142,0,2
2471,2022-05-05,1,CloserTwins,ShapeUp,Facebook,Video,Campaign,1,0,0,179,0,1
2472,2022-09-20,2,CloseFaster,FasterAll,User ID Display,,Campaign,5,0,0,41,0,1
2473,2022-10-15,1,UnfairAdvantage,OnePage,Domain Display,,Campaign,2,0,0,16,0,1
2474,2022-08-16,1,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,1,0,0,76,0,1
2475,2022-09-21,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,7,0,0,40,0,2
2476,2022-10-28,5,CloseFaster,MoreAll,Domain Display,,Campaign,1,0,0,3,1,2
2477,2022-04-27,6,CloserTwins,OTT,OTT,Video,Campaign,1,0,0,187,0,3
2478,2022-06-07,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0,146,0,1
2479,2022-08-18,1,CloseFaster,MoreAll,User ID Display,,Campaign,2,0,0,74,0,1
2480,2022-08-25,5,CloserTwins,Faceoff,Domain Display,,Campaign,4,0,0,67,0,2
2481,2022-05-30,4,UnfairAdvantage,OnePage,Domain Display,,Campaign,3,0,0,154,0,2
2482,2022-05-12,2,CloserTwins,Faceoff,LinkedIn,Video,Campaign,1,0,0,172,0,1
2483,2022-04-18,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,4,0,0,196,0,2
2484,2022-09-26,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,4,0,0,35,0,2
2485,2022-06-14,4,CloserTwins,MoreAll,User ID Display,,Campaign,14,0,0,139,0,2
2486,2022-09-05,4,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,0,56,0,2
2487,2022-05-28,4,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,9,0,0,156,0,2
2488,2022-08-08,3,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,4,0,0,84,0,1
2489,2022-04-29,3,UnfairAdvantage,All,Facebook,Carousel,Campaign,2,0,0,185,0,1
2490,2022-07-02,6,Trade Media Ads,NaN,Trade Media,National_mortgage_news,Campaign,1,0,0,121,0,3
2491,2022-09-24,1,UnfairAdvantage,NaN,LinkedIn,Single image,Campaign,1,0,0,37,0,1
2492,2022-04-26,4,CloserTwins,Cutdown,LinkedIn,Video,Campaign,4,0,0,188,0,2
2493,2022-06-29,1,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,124,0,1
2494,2022-07-21,4,CloserTwins,CloseMore,Domain Display,,Campaign,2,0,0,102,0,2
2495,2022-09-21,5,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,4,0,1,40,0,2
2496,2022-08-04,1,CloserTwins,MoreAll,User ID Display,,Campaign,8,0,0,88,0,1
2497,2022-04-22,3,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0,192,0,1
2498,2022-08-19,4,CloserTwins,Competitors,Domain Display,,Campaign,1,0,3,73,0,2
2499,2022-09-12,5,CloserTwins,Competitors,Domain Display,,Campaign,4,0,251,49,0,2
2500,2022-10-14,2,CloserTwins,MoreAll,User ID Display,,Campaign,16,0,0,17,0,1
2501,2022-05-10,4,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,3,0,0,174,0,2
2502,2022-05-15,2,CloserTwins,Cutdown,Domain Display,Video,Campaign,2,0,0,169,0,1
2503,2022-09-15,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,132,0,16078,46,0,3
2504,2022-05-03,2,CloserTwins,MoreAll,Facebook,Video,Campaign,1,0,0,181,0,1
2505,2022-06-25,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,2,0,193,128,0,2
2506,2022-05-17,1,CloserTwins,ShapeUp,Facebook,Video,Campaign,1,0,0,167,0,1
2507,2022-09-16,4,UnfairAdvantage,NoDTI,User ID Display,,Campaign,21,0,0,45,0,2
2508,2022-04-26,1,CloserTwins,Cutdown,LinkedIn,Video,Campaign,1,0,320,188,0,1
2509,2022-08-31,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,3,61,0,2
2510,2022-09-20,4,CloserTwins,FasterAll,Domain Display,,Campaign,1,0,0,41,0,2
2511,2022-10-10,5,CloseFaster,FasterAll,User ID Display,,Campaign,22,22,0,21,0,2
2512,2022-06-07,1,CloserTwins,ShapeUp,Facebook,Video,Campaign,1,0,0,146,0,1
2513,2022-08-11,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,81,0,1
2514,2022-05-15,6,Trade Media Ads,ROS,Trade Media,Housingwire,Campaign,5,0,261,169,0,3
2515,2022-09-26,5,CloserTwins,Faceoff,Domain Display,,Campaign,5,0,0,35,0,2
2516,2022-05-11,6,SEM Ads,CloseMore,Google SEM,CPC,Campaign,1,0,0,173,0,3
2517,2022-05-15,1,CloserTwins,Competitors,Domain Display,,Campaign,1,0,0,169,0,1
2518,2022-08-02,4,UnfairAdvantage,OnePage,Domain Display,,Campaign,2,0,0,90,0,2
2519,2022-10-08,1,UnfairAdvantage,OnePage,User ID Display,,Campaign,13,0,0,23,0,1
2520,2022-05-12,5,CloserTwins,Faceoff,LinkedIn,Video,Campaign,1,0,0,172,0,2
2521,2022-10-05,5,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,7,0,1077,26,0,2
2522,2022-06-18,6,Trade Media Ads,ROS,Trade Media,Housingwire,Campaign,3,0,11,135,0,3
2523,2022-09-21,4,UnfairAdvantage,NaN,User ID Display,,Campaign,13,0,0,40,0,2
2524,2022-05-04,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,180,0,2
2525,2022-10-17,3,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,12,0,0,14,0,1
2526,2022-10-19,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,10,0,0,12,1,2
2527,2022-08-18,4,CloserTwins,Competitors,Domain Display,,Campaign,1,0,0,74,0,2
2528,2022-08-29,3,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,1,0,0,63,0,1
2529,2022-07-11,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,4,0,54,112,0,2
2530,2022-05-26,6,SEM Ads,CloseMore,Google SEM,CPC,Campaign,2,0,5,158,0,3
2531,2022-07-12,5,CloserTwins,MoreAll,Domain Display,,Campaign,3,0,0,111,0,2
2532,2022-08-04,1,CloseFaster,FasterAll,User ID Display,,Campaign,13,0,0,88,0,1
2533,2022-07-05,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,118,0,2
2534,2022-07-21,5,CloserTwins,Competitors,Domain Display,,Campaign,2,0,0,102,0,2
2535,2022-06-27,4,UnfairAdvantage,OnePage,User ID Display,,Campaign,7,0,0,126,0,2
2536,2022-09-09,4,Others,ad1,LinkedIn,,Campaign,9,0,62,52,0,2
2537,2022-07-25,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,6,0,50,98,0,3
2538,2022-08-21,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0,71,0,1
2539,2022-07-29,5,CloseFaster,FasterAll,Domain Display,,Campaign,5,0,0,94,0,2
2540,2022-09-20,4,CloseFaster,MoreAll,User ID Display,,Campaign,27,0,0,41,0,2
2541,2022-08-24,6,SEM Ads,CloseMore,Google SEM,CPC,Campaign,1,0,17,68,0,3
2542,2022-08-27,4,UnfairAdvantage,OnePage,User ID Display,,Campaign,1,0,0,65,0,2
2543,2022-09-10,3,CloserTwins,MoreAll,User ID Display,,Campaign,15,0,0,51,0,1
2544,2022-09-16,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,22,0,0,45,0,1
2545,2022-08-07,5,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,4,0,13,85,0,2
2546,2022-06-01,1,CloseFaster,3steps,Facebook,Single image,Campaign,1,0,0,152,0,1
2547,2022-09-10,4,CloserTwins,MoreAll,User ID Display,,Campaign,27,0,40,51,0,2
2548,2022-10-23,2,CloserTwins,MoreAll,User ID Display,,Campaign,13,0,0,8,1,1
2549,2022-05-21,1,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,0,163,0,1
2550,2022-10-12,4,CloserTwins,CloseMore,Domain Display,,Campaign,2,0,0,19,0,2
2551,2022-09-12,,UnfairAdvantage,NaN,User ID Display,,Campaign,1,0,0,49,0,
2552,2022-06-13,1,CloserTwins,Cutdown,Facebook,Video,Campaign,3,0,0,140,0,1
2553,2022-08-19,,NaN,NaN,,,General traffic,1647,255,631670,73,0,
2554,2022-05-25,2,UnfairAdvantage,NaN,LinkedIn,Single image,Campaign,1,0,0,159,0,1
2555,2022-06-09,3,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,1,0,0,144,0,1
2556,2022-06-14,,Others,NaN,,,General traffic,1,0,0,139,0,
2557,2022-10-12,1,CloserTwins,Faceoff,Domain Display,,Campaign,1,0,0,19,0,1
2558,2022-07-13,3,CloserTwins,Namaste,Facebook,Video,Campaign,1,0,0,110,0,1
2559,2022-05-09,,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,2,0,29,175,0,
2560,2022-05-30,5,CloserTwins,Cutdown,LinkedIn,Video,Campaign,3,0,112,154,0,2
2561,2022-06-25,1,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,1,0,0,128,0,1
2562,2022-08-09,5,CloserTwins,FasterAll,Domain Display,,Campaign,1,0,161,83,0,2
2563,2022-10-06,4,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,1,0,0,25,0,2
2564,2022-10-19,5,CloseFaster,3steps,LinkedIn,Single image,Campaign,9,0,159,12,1,2
2565,2022-07-04,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,119,0,1
2566,2022-10-18,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,85,0,5081,13,1,2
2567,2022-04-30,4,CloserTwins,Cutdown,LinkedIn,Video,Campaign,1,0,0,184,0,2
2568,2022-06-25,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,27,0,2343,128,0,3
2569,2022-08-21,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,1,0,0,71,0,3
2570,2022-04-28,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,2,0,0,186,0,2
2571,2022-07-31,5,CloserTwins,interactive,Domain Display,,Campaign,1,1,0,92,0,2
2572,2022-08-23,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,3,0,0,69,0,2
2573,2022-09-02,4,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,2,0,0,59,0,2
2574,2022-10-05,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,26,0,2
2575,2022-06-30,5,CloseFaster,FasterAll,Domain Display,,Campaign,1,0,0,123,0,2
2576,2022-08-21,5,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,1,0,0,71,0,2
2577,2022-10-24,2,CloserTwins,MoreAll,User ID Display,,Campaign,14,0,0,7,1,1
2578,2022-05-29,1,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,155,0,1
2579,2022-06-08,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,7,0,0,145,0,3
2580,2022-07-30,5,UnfairAdvantage,OnePage,Domain Display,,Campaign,6,0,0,93,0,2
2581,2022-10-29,4,UnfairAdvantage,OnePage,Domain Display,,Campaign,49,0,1497,2,1,2
2582,2022-07-23,4,CloserTwins,MoreAll,User ID Display,,Campaign,2,0,0,100,0,2
2583,2022-05-17,1,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0,167,0,1
2584,2022-10-25,5,CloseFaster,MoreAll,User ID Display,,Campaign,4,0,0,6,1,2
2585,2022-06-08,3,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0,145,0,1
2586,2022-05-30,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,12,0,0,154,0,2
2587,2022-09-22,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,4,0,0,39,0,2
2588,2022-10-19,4,UnfairAdvantage,OnePage,Domain Display,,Campaign,29,0,2043,12,1,2
2589,2022-09-09,3,UnfairAdvantage,OnePage,User ID Display,,Campaign,16,0,0,52,0,1
2590,2022-06-14,1,CloseFaster,FasterAll,Domain Display,,Campaign,1,0,0,139,0,1
2591,2022-07-07,5,CloserTwins,Faceoff,Domain Display,,Campaign,4,0,0,116,0,2
2592,2022-08-09,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,7,0,134,83,0,2
2593,2022-05-06,3,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,2,0,0,178,0,1
2594,2022-08-04,5,CloserTwins,Faceoff,Domain Display,,Campaign,3,0,0,88,0,2
2595,2022-09-13,5,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,7,0,1716,48,0,2
2596,2022-10-28,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,58,0,8396,3,1,2
2597,2022-08-13,4,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,3,0,0,79,0,2
2598,2022-06-13,3,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,140,0,1
2599,2022-07-04,1,CloserTwins,Cutdown,Domain Display,Video,Campaign,2,0,0,119,0,1
2600,2022-05-30,3,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,154,0,1
2601,2022-10-14,5,CloseFaster,FasterAll,Domain Display,,Campaign,1,0,0,17,0,2
2602,2022-07-25,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,98,0,2
2603,2022-08-16,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,5,0,0,76,0,2
2604,2022-10-24,5,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,12,0,300,7,1,2
2605,2022-08-07,5,CloseFaster,MoreAll,Domain Display,,Campaign,2,0,0,85,0,2
2606,2022-04-25,4,CloserTwins,Faceoff,LinkedIn,Video,Campaign,1,0,0,189,0,2
2607,2022-06-27,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,3,0,1958,126,0,3
2608,2022-07-11,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,4,0,0,112,0,2
2609,2022-05-01,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,183,0,2
2610,2022-07-06,,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,3,117,0,
2611,2022-04-15,6,Trade Media Ads,Rate Lock,Trade Media,National_mortgage_news,Campaign,1,0,0,199,0,3
2612,2022-07-07,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,3,0,0,116,0,2
2613,2022-07-14,5,CloserTwins,CloseMore,Domain Display,,Campaign,5,0,19,109,0,2
2614,2022-04-14,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,10,0,194,200,0,3
2615,2022-09-06,1,UnfairAdvantage,OnePage,User ID Display,,Campaign,2,0,0,55,0,1
2616,2022-06-03,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0,150,0,1
2617,2022-05-09,3,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,2,0,87,175,0,1
2618,2022-06-30,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0,123,0,2
2619,2022-08-09,3,CloseFaster,MoreAll,User ID Display,,Campaign,11,0,832,83,0,1
2620,2022-08-14,,NaN,NaN,,,General traffic,185,33,25976,78,0,
2621,2022-05-20,1,UnfairAdvantage,OnePage,Facebook,Single image,Campaign,1,0,0,164,0,1
2622,2022-04-25,2,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,1,0,0,189,0,1
2623,2022-06-26,,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,1,0,0,127,0,
2624,2022-09-15,2,UnfairAdvantage,OnePage,User ID Display,,Campaign,5,0,0,46,0,1
2625,2022-04-20,1,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,3,0,827,194,0,1
2626,2022-07-22,2,CloserTwins,Cutdown,Facebook,Video,Campaign,1,0,0,101,0,1
2627,2022-05-16,5,CloseFaster,MoreAll,Domain Display,,Campaign,2,0,0,168,0,2
2628,2022-08-08,2,CloserTwins,MoreAll,User ID Display,,Campaign,6,0,0,84,0,1
2629,2022-08-13,5,CloseFaster,MoreAll,User ID Display,,Campaign,16,0,0,79,0,2
2630,2022-09-29,4,CloseFaster,MoreAll,User ID Display,,Campaign,13,0,380,32,0,2
2631,2022-10-21,3,UnfairAdvantage,OnePage,User ID Display,,Campaign,14,0,1067,10,1,1
2632,2022-05-02,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,4,0,0,182,0,3
2633,2022-07-13,1,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,1,0,0,110,0,1
2634,2022-07-30,5,CloserTwins,Faceoff,Domain Display,,Campaign,7,0,0,93,0,2
2635,2022-08-05,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0,87,0,2
2636,2022-10-30,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,16,0,21,1,1,3
2637,2022-10-27,1,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,1,0,0,4,1,1
2638,2022-04-27,6,Trade Media Ads,ROS,Trade Media,Housingwire,Campaign,1,0,0,187,0,3
2639,2022-10-29,,CloserTwins,Faceoff,Domain Display,,Campaign,1,0,0,2,1,
2640,2022-06-17,4,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,2,0,0,136,0,2
2641,2022-07-21,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,102,0,2
2642,2022-09-06,3,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,55,0,1
2643,2022-07-13,4,CloserTwins,Competitors,Domain Display,,Campaign,3,0,0,110,0,2
2644,2022-09-28,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,3,0,27,33,0,2
2645,2022-05-16,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,3,0,0,168,0,2
2646,2022-09-29,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,0,32,0,2
2647,2022-05-10,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,27,174,0,2
2648,2022-06-21,2,CloserTwins,Faceoff,Facebook,Video,Campaign,1,0,0,132,0,1
2649,2022-07-31,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,2,0,0,92,0,2
2650,2022-10-06,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,125,0,11324,25,0,3
2651,2022-06-13,4,CloserTwins,interactive,Domain Display,,Campaign,4,0,1,140,0,2
2652,2022-07-03,,NaN,NaN,,,General traffic,243,28,26337,120,0,
2653,2022-07-15,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,9,0,934,108,0,2
2654,2022-08-05,5,CloserTwins,Faceoff,Domain Display,,Campaign,8,0,0,87,0,2
2655,2022-04-22,5,CloserTwins,Competitors,Domain Display,,Campaign,2,0,0,192,0,2
2656,2022-07-17,4,UnfairAdvantage,OnePage,User ID Display,,Campaign,4,0,0,106,0,2
2657,2022-08-10,4,CloserTwins,Faceoff,Domain Display,,Campaign,1,0,0,82,0,2
2658,2022-08-22,5,CloseFaster,MoreAll,User ID Display,,Campaign,11,0,0,70,0,2
2659,2022-05-07,1,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,1,0,0,177,0,1
2660,2022-05-25,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,2,0,0,159,0,2
2661,2022-07-17,1,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,106,0,1
2662,2022-09-17,1,CloseFaster,FasterAll,Domain Display,,Campaign,1,0,0,44,0,1
2663,2022-07-02,4,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,11,0,0,121,0,2
2664,2022-09-07,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,5,0,9,54,0,2
