,Date,Audience,Creative_Family,Creative_Version,Platform,Ad_Format,Campaign Traffic,Total_Sessions,Total_Bounces,Total_Duration,Days away from max date,Latest report?,Target_Groups
9757,2022-06-30,6,Trade Media Ads,NaN,Trade Media,Chrisman,General traffic,2,0,3,123,0,3
9758,2022-08-13,4,UnfairAdvantage,OnePage,User ID Display,,Campaign,2,0,0,79,0,2
9759,2022-08-10,4,CloserTwins,MoreAll,Domain Display,,Campaign,1,0,0,82,0,2
9760,2022-10-24,,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,97,7,1,
9761,2022-08-23,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,4,0,28,69,0,3
9762,2022-09-11,4,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,5,0,0,50,0,2
9763,2022-08-05,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,2,0,2282,87,0,2
9764,2022-09-16,1,CloseFaster,FasterAll,User ID Display,,Campaign,23,0,0,45,0,1
9765,2022-06-02,6,Trade Media Ads,NaN,Trade Media,National_mortgage_news,Campaign,4,0,128,151,0,3
9766,2022-05-22,5,CloserTwins,Paperwork,LinkedIn,Video,Campaign,1,0,0,162,0,2
9767,2022-05-08,1,CloserTwins,Cutdown,Facebook,Video,Campaign,1,0,0,176,0,1
9768,2022-10-06,1,UnfairAdvantage,OnePage,User ID Display,,Campaign,9,0,0,25,0,1
9769,2022-04-19,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,4,0,0,195,0,2
9770,2022-05-05,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,2,179,0,1
9771,2022-08-22,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,70,0,1
9772,2022-07-23,4,CloseFaster,FasterAll,User ID Display,,Campaign,3,0,0,100,0,2
9773,2022-06-30,4,CloseFaster,FasterAll,User ID Display,,Campaign,1,0,0,123,0,2
9774,2022-08-31,,NaN,Others,,,General traffic,2,0,0,61,0,
9775,2022-09-14,,CloserTwins,MoreAll,Domain Display,,Campaign,1,0,0,47,0,
9776,2022-04-20,,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0,194,0,
9777,2022-08-19,4,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,9,0,5,73,0,2
9778,2022-09-07,3,CloserTwins,Faceoff,Domain Display,,Campaign,1,0,0,54,0,1
9779,2022-05-29,5,UnfairAdvantage,OnePage,Domain Display,,Campaign,4,0,0,155,0,2
9780,2022-10-07,3,CloseFaster,MoreAll,User ID Display,,Campaign,9,0,0,24,0,1
9781,2022-07-31,3,CloseFaster,FasterAll,User ID Display,,Campaign,2,0,0,92,0,1
9782,2022-10-20,4,UnfairAdvantage,NoDTI,Domain Display,,Campaign,17,0,0,11,1,2
9783,2022-06-09,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,3,0,0,144,0,2
9784,2022-07-04,,NaN,NaN,,,General traffic,3278,34,28139,119,0,
9785,2022-08-31,3,UnfairAdvantage,OnePage,User ID Display,,Campaign,7,0,0,61,0,1
9786,2022-06-26,3,CloserTwins,Faceoff,Domain Display,,Campaign,1,0,0,127,0,1
9787,2022-09-19,1,CloserTwins,Cutdown,Domain Display,Video,Campaign,2,0,0,42,0,1
9788,2022-10-04,1,CloserTwins,CloseMore,Domain Display,,Campaign,1,0,0,27,0,1
9789,2022-10-09,3,CloserTwins,MoreAll,User ID Display,,Campaign,11,0,41,22,0,1
9790,2022-05-02,4,CloserTwins,CloseMore,Domain Display,,Campaign,7,0,0,182,0,2
9791,2022-06-26,3,CloserTwins,FasterAll,Domain Display,,Campaign,1,0,0,127,0,1
9792,2022-07-27,1,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,0,96,0,1
9793,2022-07-08,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,115,0,2
9794,2022-04-25,2,CloserTwins,MoreAll,Facebook,Video,Campaign,1,0,0,189,0,1
9795,2022-08-13,1,CloserTwins,Faceoff,Domain Display,,Campaign,1,0,0,79,0,1
9796,2022-06-30,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,3,0,5,123,0,2
9797,2022-04-24,6,CloserTwins,OTT,OTT,Video,Campaign,2,0,57,190,0,3
9798,2022-09-15,1,CloseFaster,FasterAll,User ID Display,,Campaign,21,0,0,46,0,1
9799,2022-08-31,4,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,2,0,0,61,0,2
9800,2022-10-08,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,14,0,0,23,0,2
9801,2022-04-21,5,CloseFaster,FasterAll,Domain Display,,Campaign,2,0,0,193,0,2
9802,2022-06-16,4,CloserTwins,interactive,Domain Display,,Campaign,2,0,0,137,0,2
9803,2022-07-23,1,UnfairAdvantage,OnePage,Domain Display,,Campaign,1,0,0,100,0,1
9804,2022-09-03,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,0,58,0,2
9805,2022-07-19,3,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,104,0,1
9806,2022-04-09,6,CompetitiveOpportunity,Others,Domain Display,Single image,Campaign,1,0,0,205,0,3
9807,2022-05-02,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,2,0,0,182,0,2
9808,2022-05-28,1,CloserTwins,Faceoff,Facebook,Video,Campaign,1,0,0,156,0,1
9809,2022-07-02,1,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,1,0,0,121,0,1
9810,2022-10-15,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,9,0,0,16,0,1
9811,2022-09-19,4,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,3,0,0,42,0,2
9812,2022-07-25,5,CloserTwins,Faceoff,Domain Display,,Campaign,3,0,0,98,0,2
9813,2022-07-11,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,7,0,0,112,0,2
9814,2022-07-21,1,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,102,0,1
9815,2022-08-10,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,7,0,0,82,0,2
9816,2022-08-26,,CloserTwins,MoreAll,Domain Display,,Campaign,1,0,0,66,0,
9817,2022-10-14,3,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,17,0,1
9818,2022-09-10,4,UnfairAdvantage,NaN,User ID Display,,Campaign,20,0,0,51,0,2
9819,2022-09-25,3,UnfairAdvantage,OnePage,User ID Display,,Campaign,29,0,0,36,0,1
9820,2022-08-22,5,CloseFaster,MoreAll,Domain Display,,Campaign,5,0,0,70,0,2
9821,2022-04-28,4,UnfairAdvantage,NaN,LinkedIn,Single image,Campaign,4,0,0,186,0,2
9822,2022-08-13,5,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,4,0,1,79,0,2
9823,2022-10-11,2,CloseFaster,FasterAll,User ID Display,,Campaign,8,0,0,20,0,1
9824,2022-06-16,1,CloserTwins,Faceoff,Domain Display,,Campaign,1,0,0,137,0,1
9825,2022-08-28,3,CloserTwins,MoreAll,Domain Display,,Campaign,1,0,0,64,0,1
9826,2022-10-14,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,2,0,0,17,0,2
9827,2022-07-21,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,244,102,0,1
9828,2022-07-09,1,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,0,114,0,1
9829,2022-08-11,4,CloseFaster,MoreAll,Domain Display,,Campaign,1,0,0,81,0,2
9830,2022-08-21,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0,71,0,2
9831,2022-10-26,4,UnfairAdvantage,NaN,Domain Display,,Campaign,48,0,16,5,1,2
9832,2022-08-01,2,CloserTwins,MoreAll,User ID Display,,Campaign,12,0,0,91,0,1
9833,2022-09-23,4,CloserTwins,CloseMore,Domain Display,,Campaign,2,0,0,38,0,2
9834,2022-04-25,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,3,0,0,189,0,2
9835,2022-05-18,2,CloserTwins,MoreAll,Facebook,Video,Campaign,1,0,0,166,0,1
9836,2022-10-14,1,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,1,0,0,17,0,1
9837,2022-04-19,6,Trade Media Ads,Rate Lock,Trade Media,Scotsman,Campaign,4,0,0,195,0,3
9838,2022-05-17,3,CloserTwins,Cutdown,Facebook,Video,Campaign,1,0,0,167,0,1
9839,2022-09-13,4,UnfairAdvantage,NaN,LinkedIn,Single image,Campaign,4,0,0,48,0,2
9840,2022-08-29,,NaN,NaN,,,General traffic,1,0,0,63,0,
9841,2022-10-26,3,CloserTwins,Faceoff,Domain Display,,Campaign,1,0,0,5,1,1
9842,2022-05-11,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,6,0,0,173,0,2
9843,2022-09-05,5,CloseFaster,MoreAll,User ID Display,,Campaign,10,0,0,56,0,2
9844,2022-07-03,4,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,4,0,0,120,0,2
9845,2022-06-19,4,CloseFaster,MoreAll,User ID Display,,Campaign,2,0,0,134,0,2
9846,2022-09-19,1,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,21,0,0,42,0,1
9847,2022-09-07,,Others,ad1,LinkedIn,,Campaign,3,0,10,54,0,
9848,2022-10-11,4,CloseFaster,MoreAll,User ID Display,,Campaign,126,0,116,20,0,2
9849,2022-08-30,4,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,0,62,0,2
9850,2022-09-23,3,CloserTwins,Faceoff,Domain Display,,Campaign,1,0,0,38,0,1
9851,2022-04-28,4,CloserTwins,ShapeUp,LinkedIn,Video,Campaign,3,0,0,186,0,2
9852,2022-06-23,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,92,0,17224,130,0,3
9853,2022-06-16,6,Trade Media Ads,ROS,Trade Media,Housingwire,Campaign,8,0,46,137,0,3
9854,2022-05-19,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,7,0,291,165,0,3
9855,2022-08-25,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0,67,0,2
9856,2022-10-11,,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,2,20,0,
9857,2022-08-11,2,UnfairAdvantage,OnePage,Facebook,Single image,Campaign,1,0,0,81,0,1
9858,2022-05-01,4,CloserTwins,MoreAll,Domain Display,,Campaign,1,0,0,183,0,2
9859,2022-07-27,2,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,46,0,0,96,0,1
9860,2022-10-18,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,15,0,4258,13,1,2
9861,2022-05-03,4,UnfairAdvantage,OnePage,Domain Display,,Campaign,1,0,0,181,0,2
9862,2022-08-11,5,CloserTwins,FasterAll,Domain Display,,Campaign,1,0,0,81,0,2
9863,2022-08-25,,CloserTwins,Faceoff,LinkedIn,Video,Campaign,1,0,0,67,0,
9864,2022-09-06,3,Others,ad1,LinkedIn,,Campaign,1,0,0,55,0,1
9865,2022-07-25,3,CloserTwins,Faceoff,Facebook,Video,Campaign,1,0,0,98,0,1
9866,2022-05-28,2,CloserTwins,CloseMore,Domain Display,,Campaign,1,0,0,156,0,1
9867,2022-05-18,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0,166,0,2
9868,2022-09-10,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,5,0,0,51,0,2
9869,2022-04-14,6,Trade Media Ads,ROS,Trade Media,Housingwire,Campaign,13,0,125,200,0,3
9870,2022-10-24,3,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,17,0,0,7,1,1
9871,2022-06-02,1,CloserTwins,Competitors,Domain Display,,Campaign,1,0,0,151,0,1
9872,2022-06-15,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,5,0,34,138,0,2
9873,2022-07-24,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0,99,0,2
9874,2022-05-27,3,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,0,157,0,1
9875,2022-09-15,,NaN,NaN,,,General traffic,2550,375,1024011,46,0,
9876,2022-04-25,2,CloserTwins,Faceoff,Domain Display,,Campaign,6,0,0,189,0,1
9877,2022-05-08,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,176,0,2
9878,2022-06-01,,CloserTwins,Paperwork,LinkedIn,Video,Campaign,1,0,0,152,0,
9879,2022-05-13,4,CloserTwins,Namaste,LinkedIn,Video,Campaign,2,0,0,171,0,2
9880,2022-08-12,5,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,11,0,21,80,0,2
9881,2022-06-15,1,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,0,138,0,1
9882,2022-07-05,5,CloseFaster,3steps,LinkedIn,Single image,Campaign,3,0,0,118,0,2
9883,2022-05-08,2,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,2,176,0,1
9884,2022-07-07,2,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,116,0,1
9885,2022-08-04,5,CloseFaster,MoreAll,Domain Display,,Campaign,2,0,0,88,0,2
9886,2022-07-11,3,UnfairAdvantage,OnePage,Facebook,Single image,Campaign,1,0,0,112,0,1
9887,2022-06-16,2,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,1,0,30,137,0,1
9888,2022-08-21,5,CloserTwins,CloseMore,Domain Display,,Campaign,1,0,2,71,0,2
9889,2022-07-10,3,CloserTwins,Namaste,Facebook,Video,Campaign,1,0,0,113,0,1
9890,2022-08-26,4,UnfairAdvantage,OnePage,User ID Display,,Campaign,4,0,0,66,0,2
9891,2022-06-17,3,CloserTwins,Competitors,Domain Display,,Campaign,1,0,0,136,0,1
9892,2022-08-15,4,CloseFaster,MoreAll,User ID Display,,Campaign,4,0,0,77,0,2
9893,2022-05-03,4,CloserTwins,Cutdown,LinkedIn,Video,Campaign,1,0,0,181,0,2
9894,2022-07-13,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,6,0,39,110,0,3
9895,2022-06-12,5,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,0,141,0,2
9896,2022-08-05,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,2,0,0,87,0,3
9897,2022-07-31,1,CloseFaster,MoreAll,User ID Display,,Campaign,4,0,0,92,0,1
9898,2022-05-20,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,1,0,0,164,0,3
9899,2022-10-03,,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,3,28,0,
9900,2022-05-21,,NaN,NaN,,,General traffic,362,92,50292,163,0,
9901,2022-10-08,4,UnfairAdvantage,NoDTI,User ID Display,,Campaign,14,0,0,23,0,2
9902,2022-08-13,1,UnfairAdvantage,OnePage,Domain Display,,Campaign,1,0,0,79,0,1
9903,2022-06-16,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,5,0,8,137,0,2
9904,2022-08-28,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,31,0,3871,64,0,3
9905,2022-08-18,6,SEM Ads,NaN,Google SEM,CPC,Campaign,1,0,0,74,0,3
9906,2022-09-13,3,CloseFaster,FasterAll,User ID Display,,Campaign,20,0,0,48,0,1
9907,2022-09-12,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,19,0,3,49,0,1
9908,2022-09-07,2,CloseFaster,MoreAll,User ID Display,,Campaign,26,0,0,54,0,1
9909,2022-08-16,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0,76,0,2
9910,2022-10-02,4,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,2,0,0,29,0,2
9911,2022-07-11,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,12,0,3,112,0,2
9912,2022-06-17,1,CloserTwins,ShapeUp,Facebook,Video,Campaign,1,0,0,136,0,1
9913,2022-10-25,5,CloseFaster,FasterAll,User ID Display,,Campaign,34,31,251,6,1,2
9914,2022-06-29,,NaN,NaN,,,General traffic,3066,446,899325,124,0,
9915,2022-09-09,6,SEM Ads,CloseMore,Google SEM,CPC,Campaign,1,0,176,52,0,3
9916,2022-07-05,5,CloseFaster,FasterAll,Domain Display,,Campaign,2,0,0,118,0,2
9917,2022-05-28,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,1,0,0,156,0,3
9918,2022-08-05,5,CloseFaster,MoreAll,Domain Display,,Campaign,3,0,0,87,0,2
9919,2022-07-09,5,CloserTwins,Faceoff,Domain Display,,Campaign,1,0,0,114,0,2
9920,2022-10-11,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,0,20,0,2
9921,2022-04-26,5,CloserTwins,MoreAll,Domain Display,,Campaign,7,0,3,188,0,2
9922,2022-05-10,2,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,41,174,0,1
9923,2022-08-30,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,7,0,0,62,0,2
9924,2022-10-09,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,0,22,0,2
9925,2022-05-27,3,CloserTwins,Faceoff,Domain Display,,Campaign,1,0,0,157,0,1
9926,2022-09-28,4,UnfairAdvantage,OnePage,User ID Display,,Campaign,13,0,35,33,0,2
9927,2022-10-18,5,CloseFaster,MoreAll,User ID Display,,Campaign,13,0,0,13,1,2
9928,2022-10-29,4,UnfairAdvantage,NaN,LinkedIn,Single image,Campaign,8,0,0,2,1,2
9929,2022-05-30,1,CloserTwins,EarlyBird,Facebook,Single image,Campaign,2,0,0,154,0,1
9930,2022-05-29,1,CloserTwins,ShapeUp,Facebook,Video,Campaign,1,0,0,155,0,1
9931,2022-05-06,5,CloseFaster,3steps,LinkedIn,Single image,Campaign,3,0,230,178,0,2
9932,2022-08-15,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,84,0,6863,77,0,3
9933,2022-10-04,3,CloseFaster,MoreAll,User ID Display,,Campaign,27,0,0,27,0,1
9934,2022-04-21,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,13,0,3143,193,0,3
9935,2022-07-08,4,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,2,0,0,115,0,2
9936,2022-09-29,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0,32,0,2
9937,2022-07-03,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,4,0,249,120,0,2
9938,2022-10-11,4,UnfairAdvantage,NoDTI,User ID Display,,Campaign,82,0,0,20,0,2
9939,2022-05-03,5,UnfairAdvantage,OnePage,Domain Display,,Campaign,4,0,0,181,0,2
9940,2022-06-04,3,CloserTwins,Faceoff,Facebook,Video,Campaign,1,0,0,149,0,1
9941,2022-05-15,1,UnfairAdvantage,OnePage,Domain Display,,Campaign,1,0,0,169,0,1
9942,2022-07-20,1,UnfairAdvantage,NaN,LinkedIn,Single image,Campaign,1,0,0,103,0,1
9943,2022-06-21,4,UnfairAdvantage,NaN,LinkedIn,Single image,Campaign,1,0,0,132,0,2
9944,2022-06-27,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,489,126,0,2
9945,2022-08-10,3,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,11,0,0,82,0,1
9946,2022-05-02,6,Trade Media Ads,Rate Lock,Trade Media,Scotsman,Campaign,2,0,61,182,0,3
9947,2022-08-30,,NaN,NaN,,,General traffic,23,0,0,62,0,
9948,2022-07-02,3,UnfairAdvantage,OnePage,Domain Display,,Campaign,1,0,0,121,0,1
9949,2022-10-26,4,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,3,0,0,5,1,2
9950,2022-08-22,5,CloserTwins,CloseMore,Domain Display,,Campaign,1,0,0,70,0,2
9951,2022-10-14,,CloseFaster,FasterAll,User ID Display,,Campaign,1,1,0,17,0,
9952,2022-09-27,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0,34,0,2
9953,2022-09-29,4,UnfairAdvantage,OnePage,User ID Display,,Campaign,12,0,0,32,0,2
9954,2022-06-06,6,SEM Ads,CloseMore,Google SEM,CPC,Campaign,6,0,120,147,0,3
9955,2022-05-13,4,UnfairAdvantage,NaN,LinkedIn,Single image,Campaign,1,0,0,171,0,2
9956,2022-07-30,4,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,6,0,0,93,0,2
9957,2022-07-14,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,109,0,1
9958,2022-09-19,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,4,0,60,42,0,2
9959,2022-08-23,2,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0,69,0,1
9960,2022-06-27,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,8,0,29,126,0,3
9961,2022-05-27,3,CloserTwins,Faceoff,LinkedIn,Video,Campaign,1,0,0,157,0,1
9962,2022-07-26,1,CloserTwins,Faceoff,Domain Display,,Campaign,2,0,0,97,0,1
9963,2022-07-22,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,4,0,0,101,0,2
9964,2022-06-23,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,843,130,0,2
9965,2022-04-26,4,UnfairAdvantage,NaN,LinkedIn,Single image,Campaign,2,0,0,188,0,2
9966,2022-06-23,4,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,1,0,0,130,0,2
9967,2022-09-24,5,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,3,0,0,37,0,2
9968,2022-04-25,4,CloserTwins,Cutdown,LinkedIn,Video,Campaign,1,0,0,189,0,2
9969,2022-04-25,1,UnfairAdvantage,NaN,Facebook,Single image,Campaign,1,0,0,189,0,1
9970,2022-05-25,3,CloserTwins,Faceoff,Facebook,Video,Campaign,1,0,0,159,0,1
9971,2022-08-20,5,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,1,0,0,72,0,2
9972,2022-09-04,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0,57,0,2
9973,2022-09-02,2,UnfairAdvantage,OnePage,User ID Display,,Campaign,4,0,0,59,0,1
9974,2022-09-27,5,CloseFaster,MoreAll,User ID Display,,Campaign,10,0,0,34,0,2
9975,2022-10-06,5,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0,25,0,2
9976,2022-09-21,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,40,0,1
9977,2022-08-07,,NaN,NaN,,,General traffic,190,28,27102,85,0,
9978,2022-09-30,5,CloseFaster,MoreAll,Domain Display,,Campaign,4,0,0,31,0,2
9979,2022-06-25,4,CloserTwins,MoreAll,User ID Display,,Campaign,12,0,0,128,0,2
9980,2022-09-13,1,CloseFaster,MoreAll,User ID Display,,Campaign,15,0,0,48,0,1
9981,2022-06-06,5,CloserTwins,MoreAll,Domain Display,,Campaign,3,0,0,147,0,2
9982,2022-05-16,3,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,168,0,1
9983,2022-08-18,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,0,74,0,2
9984,2022-09-25,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0,36,0,2
9985,2022-09-30,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,16,0,4,31,0,1
9986,2022-10-23,1,CloserTwins,MoreAll,User ID Display,,Campaign,12,0,0,8,1,1
9987,2022-09-08,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,53,0,2
9988,2022-08-19,5,CloseFaster,FasterAll,Domain Display,,Campaign,2,0,47,73,0,2
9989,2022-09-17,4,UnfairAdvantage,OnePage,User ID Display,,Campaign,24,0,0,44,0,2
9990,2022-10-02,5,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,5,0,6,29,0,2
9991,2022-07-27,4,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,1,0,0,96,0,2
9992,2022-10-20,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,28,0,0,11,1,2
9993,2022-05-09,4,UnfairAdvantage,OnePage,Domain Display,,Campaign,1,0,0,175,0,2
9994,2022-10-22,4,CloserTwins,MoreAll,User ID Display,,Campaign,32,0,0,9,1,2
9995,2022-09-07,,NaN,NaN,,,General traffic,2744,424,1060656,54,0,
9996,2022-09-08,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,19,0,28,53,0,2
9997,2022-07-16,2,CloserTwins,Namaste,Facebook,Video,Campaign,1,0,0,107,0,1
9998,2022-08-18,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,0,74,0,2
9999,2022-05-29,1,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,0,155,0,1
10000,2022-08-11,2,CloserTwins,MoreAll,Facebook,Video,Campaign,1,0,0,81,0,1
10001,2022-09-29,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,2,0,0,32,0,2
10002,2022-09-28,5,CloserTwins,CloseMore,Domain Display,,Campaign,2,0,0,33,0,2
10003,2022-10-03,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,0,28,0,2
10004,2022-05-14,5,CloserTwins,Cutdown,LinkedIn,Video,Campaign,1,0,0,170,0,2
10005,2022-10-12,1,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,19,0,1
10006,2022-08-28,1,CloseFaster,MoreAll,User ID Display,,Campaign,4,0,0,64,0,1
10007,2022-09-06,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,2,0,0,55,0,2
10008,2022-04-20,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,3,0,0,194,0,2
10009,2022-05-02,2,CloserTwins,CloseMore,Domain Display,,Campaign,1,0,0,182,0,1
10010,2022-10-20,4,UnfairAdvantage,OnePage,Domain Display,,Campaign,25,0,0,11,1,2
10011,2022-04-28,3,UnfairAdvantage,All,Facebook,Carousel,Campaign,5,0,0,186,0,1
10012,2022-05-05,3,CloserTwins,Faceoff,Facebook,Video,Campaign,1,0,0,179,0,1
10013,2022-04-26,,NaN,Others,,,General traffic,4,0,0,188,0,
10014,2022-06-30,3,CloserTwins,Faceoff,Facebook,Video,Campaign,1,0,0,123,0,1
10015,2022-06-12,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0,141,0,2
10016,2022-10-16,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,0,15,0,2
10017,2022-06-17,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,7,0,85,136,0,2
10018,2022-05-03,4,CloserTwins,CloseMore,Domain Display,,Campaign,2,0,0,181,0,2
10019,2022-07-26,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,5,0,239,97,0,2
10020,2022-08-11,5,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,2,0,0,81,0,2
10021,2022-05-02,1,CloserTwins,ShapeUp,LinkedIn,Video,Campaign,1,0,0,182,0,1
10022,2022-10-07,1,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0,24,0,1
10023,2022-06-28,,NaN,NaN,,,General traffic,2800,421,848019,125,0,
10024,2022-09-19,4,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,3,0,60,42,0,2
10025,2022-10-28,4,UnfairAdvantage,NoDTI,User ID Display,,Campaign,16,0,0,3,1,2
10026,2022-06-28,1,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0,125,0,1
10027,2022-08-09,6,SEM Ads,CloseMore,Google SEM,CPC,Campaign,1,0,0,83,0,3
