Date,Audience,Target_Group,Creative_Family,Creative_Version,Platform,Ad_Format,Campaign_Traffic,Total_Sessions,Total_Bounces,Total_Duration
2/5/2022,NA,NA,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,2,0,0
2/6/2022,2,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,2,0,0
30/6/2022,5,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,8,0,182
7/6/2022,1,1,CloserTwins,Cutdown1B,Facebook,Video,Campaign,1,0,0
26/4/2022,NA,NA,NA,NA,NA,NA,General traffic,1684,4,144041
12/7/2022,3,1,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,1,0,19
9/8/2022,5,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,0
11/6/2022,5,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0
21/9/2022,2,1,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,234
12/7/2022,5,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,4,0,518
10/10/2022,5,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,8,0,3
28/5/2022,1,1,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,4,0,0
24/8/2022,NA,NA,CloserTwins,Faster,Domain Display,NA,Campaign,2,0,0
2/8/2022,2,1,CloserTwins,Cutdown1A,Facebook,Video,Campaign,1,0,0
7/7/2022,6,3,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Campaign,4,0,3
5/7/2022,4,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,1,0,0
9/5/2022,4,2,CloserTwins,ShapeUp,LinkedIn,Video,Campaign,1,0,0
18/8/2022,4,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,1,0,279
14/9/2022,2,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,8,0,0
29/9/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,8,0,0
17/8/2022,4,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,1,0,19
18/5/2022,2,1,CloserTwins,ShapeUp,Facebook,Video,Campaign,1,0,0
20/5/2022,3,1,CloserTwins,Cutdown1A,Facebook,Video,Campaign,1,0,0
14/8/2022,4,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,0
15/7/2022,4,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,2,0,0
11/4/2022,6,3,CompetitiveOpportunity,Theycancelweclose,LinkedIn,Single image,Campaign,6,0,818
19/9/2022,2,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,6,0,0
13/5/2022,5,2,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0
28/10/2022,NA,NA,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0
26/5/2022,NA,NA,NA,NA,NA,NA,General traffic,4932,537,1333698
16/6/2022,5,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,4,0,0
14/9/2022,3,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,12,0,0
26/8/2022,NA,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,0
5/6/2022,5,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0
5/8/2022,4,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,7,0,0
7/8/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,2,0,0
9/9/2022,2,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,8,0,0
25/9/2022,2,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,23,0,0
22/5/2022,5,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,3,0,0
11/5/2022,1,1,CloserTwins,ShapeUp,Facebook,Video,Campaign,1,0,0
30/5/2022,5,2,CloserTwins,Cutdown1B,LinkedIn,Video,Campaign,2,0,0
9/8/2022,1,1,CloseFaster,NoDTI,Facebook,Single image,Campaign,1,0,0
22/5/2022,6,3,others,ROS1,Trade Media,Housingwire,Campaign,6,0,48
23/9/2022,5,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,3,0,0
7/8/2022,4,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,7,0,13
6/5/2022,2,1,UnfairAdvantage,1page,Facebook,Single image,Campaign,1,0,0
24/5/2022,3,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0
4/9/2022,5,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,6,0,183
20/10/2022,5,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,46,0,2393
7/6/2022,5,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,9,0,840
16/5/2022,2,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,3,0,0
23/5/2022,4,2,CloserTwins,interactive,Domain Display,NA,Campaign,3,0,0
14/8/2022,3,1,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0
3/10/2022,4,2,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,5,0,0
17/9/2022,4,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,3,0,0
24/8/2022,2,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,2,0,0
30/7/2022,3,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0
30/8/2022,NA,NA,others,08-29-2022,NA,NA,General traffic,23,0,597
4/9/2022,3,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0
18/7/2022,6,3,others,ROS1,Trade Media,Housingwire,Campaign,4,0,0
16/9/2022,4,2,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,59,0,17
6/10/2022,5,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,3,0,0
15/5/2022,5,2,CloseFaster,3steps,LinkedIn,Single image,Campaign,4,0,156
24/9/2022,NA,NA,NA,NA,NA,NA,General traffic,358,59,78577
25/4/2022,1,1,CloseFaster,3steps,Facebook,Single image,Campaign,1,0,0
12/8/2022,5,2,CloseFaster,FasterReg,User ID Display,NA,Campaign,7,7,0
2/8/2022,5,2,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,0
16/10/2022,2,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,7,0,0
23/10/2022,2,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,8,0,0
16/10/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,18,0,0
8/9/2022,2,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,20,0,0
11/5/2022,5,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,3,0,736
23/6/2022,5,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0
19/8/2022,3,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,3,0,0
21/9/2022,4,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,2,0,0
21/10/2022,NA,NA,UnfairAdvantage,1099,User ID Display,NA,Campaign,1,0,0
21/7/2022,NA,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,3,0,405
9/6/2022,2,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,3,0,0
26/6/2022,5,2,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,0
23/9/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,13,0,0
11/8/2022,3,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,6,0,12
3/6/2022,5,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,6,0,339
24/5/2022,4,2,CloserTwins,Namaste,LinkedIn,Video,Campaign,2,0,0
1/9/2022,3,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,3,0,0
30/4/2022,5,2,CloserTwins,Paperwork,LinkedIn,Video,Campaign,1,0,0
9/7/2022,1,1,UnfairAdvantage,1page,Facebook,Single image,Campaign,1,0,0
15/9/2022,4,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,6,0,0
26/7/2022,1,1,UnfairAdvantage,All,Facebook,Carousel,Campaign,1,0,0
26/5/2022,4,2,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0
28/9/2022,3,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,12,0,0
20/10/2022,2,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,2,0,0
22/10/2022,3,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,14,0,0
9/6/2022,NA,NA,NA,NA,NA,NA,General traffic,3662,528,1422362
16/6/2022,4,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,13,0,0
28/7/2022,NA,NA,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,384
14/8/2022,1,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,5,0,0
8/5/2022,5,2,CloserTwins,Cutdown1A,LinkedIn,Video,Campaign,1,0,0
12/5/2022,6,3,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,2,0,0
26/4/2022,1,1,UnfairAdvantage,All,Facebook,Carousel,Campaign,1,0,0
10/8/2022,1,1,UnfairAdvantage,1099,Facebook,Single image,Campaign,1,0,0
24/9/2022,4,2,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0
1/8/2022,1,1,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0
11/5/2022,2,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,2,0,0
30/5/2022,3,1,CloserTwins,Cutdown1B,LinkedIn,Video,Campaign,1,0,0
18/10/2022,6,3,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,7,0,1318
28/6/2022,5,2,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0
20/8/2022,5,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,5,0,0
4/9/2022,4,2,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,3,0,0
3/8/2022,2,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,3,0,0
12/6/2022,2,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,2,0,0
29/8/2022,6,3,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Campaign,2,0,325
20/10/2022,6,3,others,ROS1,Trade Media,Housingwire,Campaign,4,0,23
3/9/2022,4,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,2,0,0
15/6/2022,4,2,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,5,0,0
14/9/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,16,0,0
26/10/2022,5,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,45,0,2117
26/5/2022,3,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0
2/7/2022,4,2,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0
28/10/2022,4,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,6,0,0
9/9/2022,1,1,others,ad1,LinkedIn,NA,Campaign,1,0,7
7/9/2022,4,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,6,0,0
21/9/2022,5,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,5,0,0
25/4/2022,2,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,4,0,0
6/10/2022,2,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,4,0,0
17/8/2022,6,3,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,7,0,47
16/6/2022,5,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,5,0,0
18/8/2022,5,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,1,0,0
8/5/2022,1,1,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0
4/10/2022,5,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,4,0,0
27/10/2022,NA,NA,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,2,0,0
22/8/2022,NA,NA,NA,NA,NA,NA,General traffic,2410,343,1058475
5/8/2022,3,1,CloserTwins,Faceoff1,Facebook,Video,Campaign,1,0,0
24/5/2022,4,2,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0
19/5/2022,4,2,CloserTwins,Cutdown1A,LinkedIn,Video,Campaign,2,0,0
24/9/2022,5,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,5,0,22
15/10/2022,3,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,7,0,0
21/10/2022,3,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0
30/8/2022,3,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,3,0,0
24/7/2022,2,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0
2/8/2022,4,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,2,0,0
15/6/2022,NA,NA,CompetitiveOpportunity,Cancelingyourlock,LinkedIn,Single image,Campaign,1,0,0
22/9/2022,1,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,7,0,916
14/5/2022,2,1,CloserTwins,Cutdown1A,Facebook,Video,Campaign,1,0,0
22/9/2022,4,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,3,0,0
24/5/2022,4,2,CloserTwins,Competitors,Domain Display,NA,Campaign,3,0,0
28/8/2022,5,2,CloseFaster,MoreNoReg,User ID Display,NA,Campaign,2,0,0
14/5/2022,1,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0
25/5/2022,5,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,6,0,32
2/10/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,9,0,2
9/8/2022,2,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,10,0,0
31/8/2022,NA,NA,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,2
4/5/2022,NA,NA,NA,NA,NA,NA,General traffic,2036,0,156819
21/10/2022,5,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,14,0,676
2/7/2022,1,1,CloserTwins,Faceoff2,Facebook,Video,Campaign,4,0,0
30/4/2022,1,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0
20/5/2022,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,110,0,22978
3/9/2022,1,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,2,0,0
18/8/2022,4,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0
12/7/2022,6,3,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,11,0,1847
30/9/2022,2,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,3,0,0
27/7/2022,3,1,CloserTwins,Competitors,Domain Display,NA,Campaign,3,0,0
18/4/2022,6,3,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,21,0,618
8/9/2022,3,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,32,0,0
8/6/2022,5,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,5,0,0
16/10/2022,3,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,7,0,0
17/5/2022,NA,NA,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,17
18/10/2022,4,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,11,0,0
29/5/2022,NA,NA,NA,NA,NA,NA,General traffic,180,26,42257
5/10/2022,3,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,13,0,0
19/9/2022,4,2,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,168
10/8/2022,5,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0
17/6/2022,2,1,CloserTwins,Cutdown1B,Facebook,Video,Campaign,1,0,0
16/9/2022,3,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,39,0,0
23/7/2022,5,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,5
17/10/2022,4,2,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,5,0,51
14/7/2022,1,1,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,0
13/10/2022,4,2,CloseFaster,FasterAll,User ID Display,NA,Campaign,70,0,0
2/5/2022,5,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,7,0,0
21/4/2022,6,3,others,300x250,Trade Media,National_mortgage_news,Campaign,1,0,0
1/10/2022,4,2,CloserTwins,Faster,Domain Display,NA,Campaign,2,0,0
31/5/2022,4,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,3,0,0
4/6/2022,1,1,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,0
6/7/2022,1,1,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,1,0,0
19/5/2022,1,1,UnfairAdvantage,1page,Facebook,Single image,Campaign,1,0,98
19/8/2022,1,1,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0
21/5/2022,3,1,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0
9/9/2022,1,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,27,0,7
26/7/2022,4,2,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,3,0,0
10/8/2022,6,3,SEM Ads,NA,Google SEM,CPC,Campaign,2,0,0
25/4/2022,2,1,UnfairAdvantage,1099,Facebook,Single image,Campaign,1,0,0
26/4/2022,1,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0
28/6/2022,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,105,0,26904
8/6/2022,1,1,CloserTwins,Cutdown1B,Facebook,Video,Campaign,1,0,0
20/7/2022,4,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,5,0,0
7/9/2022,NA,NA,others,9/6/2022 0:00,NA,NA,General traffic,3,0,0
28/5/2022,5,2,CloseFaster,FasterAll,Domain Display,NA,Campaign,6,0,908
10/10/2022,5,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,11,0,30
24/8/2022,3,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,3,0,0
18/10/2022,4,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0
24/5/2022,4,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0
27/9/2022,4,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0
2/10/2022,5,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,1,0,2479
14/10/2022,5,2,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0
16/5/2022,5,2,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,8
22/7/2022,4,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,4,0,16
5/4/2022,6,3,others,ROS5,Trade Media,Housingwire,Campaign,1,0,5
12/7/2022,4,2,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,8,0,0
30/5/2022,4,2,CloserTwins,Cutdown1B,LinkedIn,Video,Campaign,2,0,0
6/8/2022,1,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,10,0,0
7/9/2022,1,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,39,0,0
15/8/2022,4,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,1,0,0
10/9/2022,6,3,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Campaign,1,0,0
29/7/2022,5,2,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0
28/6/2022,2,1,CloserTwins,EarlyBird,Facebook,Single image,Campaign,1,0,0
18/5/2022,3,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0
3/10/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,NA,Campaign,11,0,0
8/8/2022,4,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,5,0,0
15/8/2022,2,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,3,0,0
8/7/2022,NA,NA,NA,NA,NA,NA,General traffic,2179,346,628738
30/8/2022,2,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,3,0,0
4/5/2022,5,2,CloseFaster,3steps,LinkedIn,Single image,Campaign,11,0,817
6/7/2022,1,1,CloserTwins,Cutdown1B,Facebook,Video,Campaign,3,0,0
16/5/2022,NA,NA,others,300x250,NA,NA,General traffic,1,0,0
23/6/2022,5,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,3,0,45
17/8/2022,NA,NA,NA,NA,NA,NA,General traffic,1891,314,702432
28/4/2022,1,1,CloserTwins,MoreLoans,LinkedIn,Video,Campaign,1,0,0
21/5/2022,4,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0
31/8/2022,3,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,6,0,0
7/8/2022,4,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,2,0,1571
29/9/2022,2,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,2,0,0
23/7/2022,6,3,others,ROS1,Trade Media,Housingwire,Campaign,8,0,191
7/4/2022,6,3,CompetitiveOpportunity,Cancelingyourlock,LinkedIn,Single image,Campaign,9,0,286
29/9/2022,3,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0
5/8/2022,4,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,1,0,0
13/5/2022,2,1,CloserTwins,Cutdown1A,Facebook,Video,Campaign,1,0,0
7/9/2022,1,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,42,0,2
28/9/2022,4,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,3,0,0
10/5/2022,2,1,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0
8/8/2022,4,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,2,0,0
16/8/2022,5,2,CloserTwins,Competitors,Domain Display,NA,Campaign,2,0,0
9/10/2022,4,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,2,0,0
5/7/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,1,0,0
22/6/2022,3,1,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0
8/5/2022,4,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,3,0,0
26/6/2022,5,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,5,0,20
12/7/2022,4,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,6,0,0
14/10/2022,3,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,12,0,0
16/5/2022,6,3,others,ROS1,Trade Media,Housingwire,Campaign,6,0,29
29/4/2022,3,1,UnfairAdvantage,1page,Facebook,Single image,Campaign,2,0,0
6/10/2022,2,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,3,0,0
23/10/2022,5,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,58,0,3266
12/9/2022,4,2,UnfairAdvantage,1099,User ID Display,NA,Campaign,21,0,0
25/9/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,12,0,0
16/8/2022,4,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,3,0,0
29/6/2022,5,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,6,0,0
4/10/2022,2,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,22,0,0
14/4/2022,NA,NA,CloserTwins,MoreLoans,LinkedIn,Video,Campaign,1,0,294
25/4/2022,2,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,830
5/6/2022,5,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,8,0,0
4/9/2022,5,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,3,0,0
17/10/2022,5,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,18,0,0
1/7/2022,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,74,0,15635
30/8/2022,5,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,0
22/5/2022,5,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,8,0,0
8/9/2022,2,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,14,0,0
28/8/2022,1,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,3,0,0
27/7/2022,2,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,36,0,0
28/9/2022,5,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,3,0,0
8/5/2022,2,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,4,0,167
11/9/2022,3,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,16,0,0
4/5/2022,3,1,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,1,0,97
1/7/2022,5,2,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0
6/9/2022,2,1,others,ad1,LinkedIn,NA,Campaign,1,0,0
7/5/2022,6,3,others,728x90,Trade Media,National_mortgage_news,Campaign,1,0,0
4/5/2022,4,2,CloserTwins,MoreLoans,LinkedIn,Video,Campaign,1,0,0
7/9/2022,4,2,others,ad1,LinkedIn,NA,Campaign,14,0,0
3/8/2022,5,2,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0
20/9/2022,2,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0
5/7/2022,5,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0
13/9/2022,4,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,3,0,0
7/7/2022,4,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0
28/5/2022,5,2,CloserTwins,Cutdown1A,LinkedIn,Video,Campaign,2,0,0
1/9/2022,5,2,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,0
3/6/2022,5,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,3,0,0
22/5/2022,4,2,CloserTwins,Competitors,Domain Display,NA,Campaign,5,0,0
3/8/2022,1,1,CloserTwins,Faceoff1,Facebook,Video,Campaign,1,0,0
28/6/2022,4,2,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,3,0,25
18/10/2022,1,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,2,0,0
9/6/2022,4,2,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,19,0,0
6/8/2022,4,2,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,4,0,2
12/9/2022,3,1,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0
16/5/2022,5,2,CloserTwins,Cutdown1A,LinkedIn,Video,Campaign,1,0,0
21/10/2022,4,2,UnfairAdvantage,1099,User ID Display,NA,Campaign,32,0,0
31/5/2022,5,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,0
24/7/2022,5,2,CloserTwins,Faster,Domain Display,NA,Campaign,2,0,0
3/8/2022,3,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,9,0,0
4/6/2022,5,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,4,0,0
14/10/2022,NA,NA,NA,NA,NA,NA,General traffic,2538,362,948192
10/9/2022,4,2,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0
28/9/2022,3,1,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0
3/7/2022,1,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0
7/9/2022,4,2,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0
27/9/2022,1,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,10,0,0
29/9/2022,4,2,UnfairAdvantage,1099,User ID Display,NA,Campaign,11,0,123
8/10/2022,5,2,CloseFaster,MoreNoReg,User ID Display,NA,Campaign,9,0,0
22/8/2022,NA,NA,CloserTwins,Namaste,LinkedIn,Video,Campaign,1,0,7
