Date,Audience,Target_Group,Creative_Family,Creative_Version,Platform,Ad_Format,Campaign_Traffic,Total_Sessions,Total_Bounces,Total_Duration
20/6/2022,1,1,CloserTwins,Faceoff1,Facebook,Video,Campaign,1,0,0
24/10/2022,4,2,CloserTwins,Faster,Domain Display,NA,Campaign,3,0,0
20/9/2022,4,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0
18/7/2022,3,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0
13/8/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,2,0,0
15/8/2022,3,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0
19/7/2022,5,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,2,0,0
11/5/2022,5,2,CloserTwins,Namaste,LinkedIn,Video,Campaign,2,0,2213
7/6/2022,6,3,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,10,0,9
2/8/2022,4,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,0
21/7/2022,4,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,0
3/7/2022,1,1,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0
19/7/2022,1,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0
14/6/2022,1,1,CloserTwins,MoreLoans,Facebook,Video,Campaign,1,0,0
8/10/2022,5,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,3,0,0
16/5/2022,3,1,UnfairAdvantage,1099,Facebook,Single image,Campaign,1,0,0
12/9/2022,4,2,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,0
5/5/2022,6,3,others,Rate Lock,Trade Media,Scotsman,Campaign,1,0,0
21/8/2022,3,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,4,0,0
19/7/2022,3,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0
28/8/2022,4,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,4,0,0
31/8/2022,3,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,13,0,0
12/8/2022,5,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,11,0,744
6/7/2022,4,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,1,0,0
27/8/2022,1,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0
13/9/2022,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,138,0,18018
2/5/2022,NA,NA,CompetitiveOpportunity,Cancelingyourlock,LinkedIn,Single image,Campaign,1,0,0
12/10/2022,5,2,CloseFaster,MoreNoReg,User ID Display,NA,Campaign,4,0,0
26/5/2022,6,3,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,3,0,0
26/7/2022,5,2,CloseFaster,FasterAll,Domain Display,NA,Campaign,2,0,0
26/9/2022,2,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,10,0,0
22/9/2022,1,1,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,1,0,0
1/5/2022,5,2,CloseFaster,3steps,LinkedIn,Single image,Campaign,3,0,22
16/7/2022,4,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,6,0,0
10/5/2022,5,2,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,0
9/6/2022,4,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,0
17/5/2022,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,116,0,14269
20/6/2022,5,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,3,0,0
29/9/2022,5,2,CloseFaster,MoreNoReg,User ID Display,NA,Campaign,11,0,0
1/5/2022,6,3,others,ROS1,Trade Media,Housingwire,Campaign,26,0,2374
23/7/2022,1,1,CloserTwins,CloseMore,Domain Display,NA,Campaign,2,0,0
5/8/2022,4,2,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0
17/10/2022,2,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,11,0,0
21/7/2022,6,3,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,5,0,0
23/10/2022,4,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,19,0,195
4/7/2022,4,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0
11/6/2022,5,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,2,0,0
18/6/2022,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,24,0,2312
4/9/2022,4,2,others,ad1,LinkedIn,NA,Campaign,14,0,8
18/10/2022,4,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,11,0,2
8/9/2022,4,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,9,0,0
20/4/2022,1,1,CloserTwins,Cutdown1B,LinkedIn,Video,Campaign,2,0,0
5/8/2022,4,2,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,1,0,0
7/8/2022,4,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,5,0,0
16/10/2022,3,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,32
6/6/2022,4,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,3,0,3
9/8/2022,3,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,8,0,0
4/7/2022,1,1,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0
23/6/2022,1,1,UnfairAdvantage,All,Facebook,Carousel,Campaign,1,0,0
5/10/2022,3,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,16,0,0
9/9/2022,5,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,5,0,0
28/9/2022,4,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,2,0,0
25/10/2022,4,2,UnfairAdvantage,NoDTI,Domain Display,NA,Campaign,18,0,239
6/9/2022,5,2,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,2,0,0
11/7/2022,2,1,CloserTwins,ShapeUp,Facebook,Video,Campaign,1,0,0
31/10/2022,4,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,0
25/4/2022,4,2,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,5,0,0
1/8/2022,4,2,CloserTwins,Competitors,Domain Display,NA,Campaign,4,0,226
30/4/2022,1,1,CloserTwins,Paperwork,LinkedIn,Video,Campaign,1,0,0
18/9/2022,3,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,12,0,0
12/9/2022,1,1,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,0
31/8/2022,4,2,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0
12/7/2022,1,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0
8/10/2022,NA,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,11
12/5/2022,4,2,CloserTwins,Cutdown1B,LinkedIn,Video,Campaign,1,0,0
26/5/2022,2,1,CloseFaster,NoDTI,Facebook,Single image,Campaign,1,0,0
11/6/2022,3,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,3,0,0
20/7/2022,1,1,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0
24/7/2022,6,3,others,ROS5,Trade Media,Housingwire,Campaign,1,0,0
8/8/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,5,0,0
3/9/2022,5,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,4,0,0
30/10/2022,1,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,1,0,0
22/9/2022,5,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,7,0,0
16/6/2022,5,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,2,0,0
2/8/2022,4,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,2,0,0
6/10/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,NA,Campaign,9,0,0
15/5/2022,2,1,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,0
25/6/2022,3,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0
18/8/2022,3,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,5,0,0
19/5/2022,4,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0
2/6/2022,1,1,UnfairAdvantage,1page,Facebook,Single image,Campaign,2,0,0
20/6/2022,NA,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,696
8/9/2022,4,2,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,63,0,8
27/6/2022,4,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,4,0,0
13/7/2022,4,2,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,7,0,0
26/7/2022,6,3,others,ROS1,Trade Media,Housingwire,Campaign,6,0,0
21/4/2022,1,1,CloserTwins,Namaste,LinkedIn,Video,Campaign,1,0,0
25/6/2022,2,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0
27/4/2022,4,2,CloserTwins,Cutdown1B,LinkedIn,Video,Campaign,2,0,0
19/8/2022,6,3,others,ROP,Trade Media,Housingwire,General traffic,1,0,0
2/9/2022,5,2,CloseFaster,FasterAll,Domain Display,NA,Campaign,14,0,1276
13/8/2022,3,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,3,0,0
1/10/2022,5,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,7,0,1794
7/8/2022,2,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,1,0,0
5/6/2022,4,2,CloserTwins,Competitors,Domain Display,NA,Campaign,5,0,0
4/8/2022,4,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,5,0,25
30/8/2022,5,2,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,43
12/10/2022,5,2,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0
11/8/2022,4,2,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0
11/10/2022,3,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,13,0,0
11/9/2022,4,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,29,0,40
26/4/2022,4,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,3,0,0
30/5/2022,6,3,others,ROS1,Trade Media,Housingwire,Campaign,1,0,0
30/10/2022,5,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,46,0,433
16/9/2022,5,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,4,0,55
1/9/2022,1,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,15,0,0
3/6/2022,4,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,2,0,0
14/9/2022,1,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,21,0,0
3/6/2022,4,2,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0
12/7/2022,4,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0
3/8/2022,3,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,2,0,0
17/9/2022,1,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,12,0,0
2/5/2022,2,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0
15/6/2022,6,3,others,300x250,Trade Media,National_mortgage_news,Campaign,3,0,0
2/7/2022,1,1,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0
1/5/2022,4,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0
1/6/2022,4,2,CloserTwins,interactive,Domain Display,NA,Campaign,1,0,0
16/7/2022,4,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0
12/5/2022,1,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0
19/10/2022,5,2,CloseFaster,FasterReg,User ID Display,NA,Campaign,21,21,0
2/8/2022,4,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0
2/8/2022,5,2,CloseFaster,FasterReg,User ID Display,NA,Campaign,21,21,0
22/9/2022,4,2,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,14,0,0
28/6/2022,1,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0
23/6/2022,3,1,CloserTwins,Faceoff1,Facebook,Video,Campaign,1,0,0
19/6/2022,5,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,5,0,0
19/5/2022,4,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,4,0,79
23/8/2022,NA,NA,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0
2/9/2022,5,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,4,0,1755
4/7/2022,4,2,CloseFaster,3steps,LinkedIn,Single image,Campaign,3,0,0
14/5/2022,4,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,0
5/10/2022,1,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0
24/8/2022,2,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,2,0,0
23/4/2022,NA,NA,NA,NA,NA,NA,General traffic,171,4,22235
9/7/2022,4,2,CloserTwins,Competitors,Domain Display,NA,Campaign,3,0,0
26/10/2022,4,2,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0
12/5/2022,5,2,CloseFaster,3steps,LinkedIn,Single image,Campaign,12,0,372
2/8/2022,NA,NA,NA,NA,NA,NA,General traffic,2196,316,766789
23/9/2022,3,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,13,0,0
22/8/2022,1,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,5,0,0
8/9/2022,4,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,54,0,4
9/10/2022,1,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,8,0,0
27/7/2022,3,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,21,0,0
11/10/2022,1,1,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0
25/4/2022,5,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,0
21/7/2022,3,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0
23/9/2022,1,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,9,0,0
30/4/2022,4,2,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0
19/8/2022,4,2,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,3,0,0
17/8/2022,4,2,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,4,0,0
29/7/2022,5,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,7,0,0
17/9/2022,4,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,0
5/5/2022,2,1,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,1,0,0
11/10/2022,5,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0
13/7/2022,5,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,2,0,0
17/10/2022,5,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,39,0,3454
19/7/2022,3,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0
1/9/2022,5,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,4,0,0
22/9/2022,5,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,14,0,0
27/5/2022,NA,NA,others,One-Off,NA,NA,General traffic,3,0,1993
26/7/2022,3,1,CloserTwins,ShapeUp,Facebook,Video,Campaign,1,0,0
22/4/2022,1,1,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0
6/7/2022,4,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,9,0,0
21/7/2022,NA,NA,CloseFaster,MoreAll,User ID Display,NA,Campaign,1,0,0
13/7/2022,4,2,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,3,0,0
17/10/2022,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,119,0,7632
9/9/2022,1,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,24,0,0
28/6/2022,3,1,CloserTwins,Faster,Domain Display,NA,Campaign,2,0,0
2/6/2022,5,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,7,0,0
29/7/2022,5,2,CloseFaster,FasterReg,User ID Display,NA,Campaign,27,27,0
23/8/2022,6,3,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,6,0,312
19/10/2022,4,2,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,7,0,0
9/10/2022,4,2,UnfairAdvantage,1099,User ID Display,NA,Campaign,16,0,0
8/10/2022,1,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,13,0,47
22/5/2022,6,3,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Campaign,1,0,0
12/7/2022,4,2,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,4,0,0
10/9/2022,2,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,7,0,0
26/4/2022,4,2,CloserTwins,Faster,Domain Display,NA,Campaign,4,0,0
26/4/2022,4,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0
6/9/2022,3,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,5,0,0
15/5/2022,4,2,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0
15/6/2022,4,2,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0
24/9/2022,1,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0
26/9/2022,5,2,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0
22/7/2022,4,2,CloseFaster,FasterAll,User ID Display,NA,Campaign,5,0,0
25/9/2022,NA,NA,NA,NA,NA,NA,General traffic,195,38,36492
3/5/2022,5,2,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,2,0,0
24/5/2022,5,2,CloserTwins,Cutdown1B,LinkedIn,Video,Campaign,4,0,16
16/6/2022,4,2,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0
11/8/2022,4,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,9,0,10
11/5/2022,5,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,2,0,0
15/7/2022,1,1,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0
2/10/2022,3,1,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0
13/7/2022,4,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,2,0,0
23/5/2022,NA,NA,NA,NA,NA,NA,General traffic,4170,544,1585226
25/6/2022,5,2,CloserTwins,Competitors,Domain Display,NA,Campaign,3,0,0
5/6/2022,4,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,3,0,0
11/7/2022,5,2,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0
22/7/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,3,0,0
24/9/2022,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,18,0,870
29/6/2022,6,3,others,728x90,Trade Media,National_mortgage_news,Campaign,1,0,0
4/8/2022,3,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,6,0,2
27/9/2022,1,1,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,2,0,0
19/8/2022,4,2,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,0
6/6/2022,2,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0
29/6/2022,5,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,0
24/10/2022,2,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,13,0,0
8/6/2022,4,2,CloserTwins,Paperwork,LinkedIn,Video,Campaign,1,0,0
29/8/2022,5,2,CloseFaster,FasterReg,User ID Display,NA,Campaign,4,4,0
12/5/2022,5,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,7,0,19
28/7/2022,6,3,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,10,0,0
9/9/2022,5,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,2,0,262
17/8/2022,2,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,2,0,0
30/7/2022,1,1,CloseFaster,NoDTI,Facebook,Single image,Campaign,1,0,0
9/9/2022,NA,NA,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0
7/9/2022,4,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0
26/8/2022,1,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,2,0,0
24/10/2022,2,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,9,0,0
25/8/2022,4,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,3,0,0
12/5/2022,4,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,2,0,0
5/10/2022,1,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0
8/8/2022,4,2,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,3,0,0
6/7/2022,4,2,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,3,0,92
13/9/2022,4,2,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0
5/5/2022,1,1,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,0
18/5/2022,5,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,3,0,0
25/5/2022,4,2,CloserTwins,Cutdown1B,LinkedIn,Video,Campaign,2,0,0
27/5/2022,1,1,CloserTwins,EarlyBird,Facebook,Single image,Campaign,1,0,0
3/7/2022,4,2,CloserTwins,Competitors,Domain Display,NA,Campaign,2,0,0
22/4/2022,6,3,CloserTwins,OTT_30QR,OTT,Video,Campaign,8,0,549
28/8/2022,4,2,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0
20/5/2022,3,1,UnfairAdvantage,1page,Facebook,Single image,Campaign,1,0,0
3/10/2022,3,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,21,0,0
2/7/2022,NA,NA,NA,NA,NA,NA,General traffic,276,39,31348
5/8/2022,2,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,4,0,0
27/7/2022,6,3,others,ROS1,Trade Media,Housingwire,Campaign,3,0,106
12/9/2022,1,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,25,0,23
3/5/2022,6,3,others,300x250,Trade Media,National_mortgage_news,Campaign,1,0,52
17/8/2022,4,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0
13/5/2022,1,1,CloserTwins,ShapeUp,Facebook,Video,Campaign,1,0,74
23/6/2022,6,3,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Campaign,4,0,62
30/10/2022,4,2,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,17,0,0
23/8/2022,4,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,5,0,0
3/10/2022,2,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,10,0,0
2/6/2022,4,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,4,0,0
16/7/2022,5,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,2,0,0
26/9/2022,1,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,10,0,0
1/6/2022,5,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,7,0,5
27/4/2022,3,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,2,0,0
22/4/2022,2,1,CloserTwins,Cutdown1A,LinkedIn,Video,Campaign,1,0,32
10/5/2022,4,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,3,0,0
22/7/2022,6,3,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,3,0,0
1/6/2022,4,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,3,0,11
18/9/2022,5,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0
4/8/2022,3,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0
16/6/2022,3,1,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,0
17/8/2022,3,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,3,0,0
10/9/2022,4,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,4,0,30
23/8/2022,4,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,3,0,0
19/10/2022,5,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,7,0,2
16/6/2022,6,3,others,300x250,Trade Media,National_mortgage_news,Campaign,1,0,0
26/9/2022,1,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,26,0,0
10/9/2022,1,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,2,0,0
12/4/2022,6,3,CompetitiveOpportunity,Theycancelweclose,LinkedIn,Single image,Campaign,3,0,115
1/6/2022,3,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,2
1/5/2022,5,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,4,0,40
11/6/2022,4,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,0
22/6/2022,6,3,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Campaign,4,0,1156
15/5/2022,5,2,CloserTwins,Cutdown1A,LinkedIn,Video,Campaign,1,0,0
13/6/2022,1,1,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0
5/9/2022,4,2,others,ad1,LinkedIn,NA,Campaign,13,0,0
24/10/2022,5,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,22,0,1005
11/6/2022,1,1,CloserTwins,Cutdown1B,Facebook,Video,Campaign,3,0,1
2/7/2022,5,2,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,0
2/10/2022,4,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0
29/9/2022,3,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,18,0,42
5/5/2022,4,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,3,0,0
25/7/2022,5,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,3,0,290
2/10/2022,NA,NA,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,0
22/10/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,12,0,0
26/4/2022,5,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,8,0,0
16/6/2022,5,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0
12/5/2022,5,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,9,0,0
22/6/2022,1,1,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,0
16/10/2022,1,1,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0
17/6/2022,4,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,4,0,0
22/9/2022,3,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0
26/9/2022,6,3,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,2,0,0
16/9/2022,5,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0
10/10/2022,2,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,6,0,0
19/9/2022,3,1,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,2,0,0
14/7/2022,4,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,5,0,1
31/5/2022,4,2,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0
26/9/2022,5,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,0
28/8/2022,2,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,1,0,0
30/4/2022,1,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,3,0,0
