Date,Campaign,Audience,Target_Group,Creative_Family,Creative_Version,Platform,Ad_Format,Goal,Completions,Campaign_Traffic
12/8/2022,adhocwhol,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),4,General traffic
15/8/2022,adhocwhol,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),5,General traffic
9/8/2022,adhocwhol,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
12/8/2022,NBNurture,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
10/8/2022,adhocwhol,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
10/8/2022,NBNurture,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
11/8/2022,adhocwhol,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
11/8/2022,adhocwhol,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
15/8/2022,adhocwhol,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
15/8/2022,NBNurture,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic
15/8/2022,adhocwhol,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic
9/8/2022,adhocwhol,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
9/8/2022,adhocwhol,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
12/8/2022,adhocwhol,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
9/8/2022,adhocwhol,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
12/8/2022,adhocwhol,NA,NA,NA,NA,NA,NA,Start Closing More,1,General traffic
15/8/2022,adhocwhol,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic
9/8/2022,adhocwhol,NA,NA,NA,NA,NA,NA,Start Closing More,1,General traffic
15/8/2022,adhocwhol,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
9/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
9/8/2022,NA,NA,NA,NA,NA,NA,NA,Start Closing More,1,General traffic
9/8/2022,NA,NA,NA,NA,NA,NA,NA,Start Closing More,1,General traffic
11/8/2022,NA,NA,NA,NA,NA,NA,NA,Start Closing More,1,General traffic
9/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
9/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
9/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),7,Campaign
9/8/2022,Brand_Phrase,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
9/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Get Approved,1,Campaign
9/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
9/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
9/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Get Approved,1,Campaign
9/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Closer Twins Banner),1,Campaign
10/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Get Approved,1,Campaign
10/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign
10/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Our Story),1,Campaign
10/8/2022,Brand_Phrase,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
10/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
10/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
10/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign
10/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Get Approved,1,Campaign
10/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
10/8/2022,Brand_Phrase,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
10/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
11/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign
11/8/2022,Brand_Phrase,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
11/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Our Story),1,Campaign
11/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign
11/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
11/8/2022,Brand_Phrase,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
11/8/2022,Brand_Phrase,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
11/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
12/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
12/8/2022,Brand_Phrase,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
12/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign
12/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
12/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
12/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Our Story),1,Campaign
12/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
13/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
13/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
13/8/2022,Brand_Phrase,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
14/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Get Approved,1,Campaign
15/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign
15/8/2022,Brand_Phrase,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
15/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Get Approved,1,Campaign
15/8/2022,NB_Wholesale_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Get Approved,1,Campaign
15/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
15/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
9/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
9/8/2022,Brand_Phrase,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
9/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Our Story),1,Campaign
10/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
10/8/2022,Brand_Phrase,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
11/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
10/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Our Story),1,Campaign
9/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign
10/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Our Story),1,Campaign
9/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),5,Campaign
9/8/2022,Brand_Phrase,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
9/8/2022,NB_Wholesale_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
10/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign
10/8/2022,Brand_Phrase,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign
10/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
11/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),4,Campaign
11/8/2022,Brand_Phrase,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
11/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
12/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
12/8/2022,Brand_Phrase,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
12/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
13/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign
13/8/2022,Brand_Phrase,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
15/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign
15/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
15/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
11/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign
10/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
12/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
9/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
11/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
9/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
9/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign
11/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
10/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
9/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),3,Campaign
10/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign
11/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),3,Campaign
12/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
15/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
9/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign
10/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,2,Campaign
11/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
11/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,2,Campaign
15/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
15/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign
9/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign
10/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign
11/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign
15/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign
9/8/2022,Brand_Exact,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign
12/8/2022,Brand_Exact,6,3,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
12/8/2022,FY22_broker_campaign_ph2,NA,NA,CloseFaster,3steps,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign
11/8/2022,FY23_broker_campaign,3,1,CloseFaster,FasterAll,User ID Display,NA,Start Closing More,1,Campaign
14/8/2022,FY22_broker_campaign_ph2,4,2,CloseFaster,NoDTI,LinkedIn,Single image,Learn More (Closer Twins Banner),1,Campaign
9/8/2022,FY23_broker_campaign,5,2,CloserTwins,Faster,Domain Display,NA,Get Approved,1,Campaign
15/8/2022,FY22_broker_campaign_ph2,NA,NA,CloserTwins,Namaste,LinkedIn,Video,Learn More (Community Mortgage),1,Campaign
11/8/2022,FY23_change_digital_phase3,6,3,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Learn More (Community Mortgage),1,Campaign
11/8/2022,FY22_broker_campaign_ph2,1,1,UnfairAdvantage,1page,Facebook,Single image,Learn More (Community Mortgage),1,Campaign
11/8/2022,FY22_broker_campaign_ph2,NA,NA,UnfairAdvantage,1page,Facebook,Single image,Learn More (Community Mortgage),1,Campaign
14/8/2022,FY22_broker_campaign_ph2,5,2,UnfairAdvantage,All,LinkedIn,Carousel,Start Closing More,1,Campaign
12/8/2022,FY22_broker_campaign_ph2,4,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Start Closing More,1,Campaign
9/8/2022,FY22_broker_campaign_ph2,NA,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign
15/8/2022,FY22_broker_campaign_ph2,NA,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign
9/8/2022,FY22_broker_campaign_ph2,NA,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign
11/8/2022,FY22_broker_campaign_ph2,NA,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign
12/8/2022,FY22_broker_campaign_ph2,NA,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Form Submission,1,Campaign
12/8/2022,FY23_broker_campaign,NA,NA,UnfairAdvantage,NoDTI,Domain Display,Single image,Learn More (Community Mortgage),1,Campaign
10/8/2022,NB_Wholesale_Phrase,6,3,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Closer Twins Banner),1,Campaign
11/8/2022,Brand_Phrase,6,3,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
15/8/2022,Brand_Exact,6,3,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
15/8/2022,Brand_Exact,6,3,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign
10/8/2022,NB_Wholesale_Exact,6,3,SEM Ads,We Are America's CDFI,Google SEM,CPC,Get Approved,1,Campaign
16/8/2022,NA,NA,NA,NA,NA,NA,NA,Get Approved,1,General traffic
16/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),27,General traffic
16/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Our Story),2,General traffic
16/8/2022,NA,NA,NA,NA,NA,NA,NA,Start Closing More,1,General traffic
17/8/2022,NA,NA,NA,NA,NA,NA,NA,Get Approved,1,General traffic
17/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),2,General traffic
17/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),33,General traffic
17/8/2022,NA,NA,NA,NA,NA,NA,NA,Start Closing More,2,General traffic
18/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),1,General traffic
18/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),21,General traffic
19/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),2,General traffic
19/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),18,General traffic
20/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
21/8/2022,NA,NA,NA,NA,NA,NA,NA,Get Approved,1,General traffic
21/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),1,General traffic
21/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
22/8/2022,NA,NA,NA,NA,NA,NA,NA,Get Approved,1,General traffic
22/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),29,General traffic
22/8/2022,NA,NA,NA,NA,NA,NA,NA,Start Closing More,1,General traffic
16/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
16/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),4,General traffic
17/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic
18/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),4,General traffic
19/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
21/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
22/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),5,General traffic
21/8/2022,NA,NA,NA,NA,NA,NA,NA,Form Submission,2,General traffic
22/8/2022,NA,NA,NA,NA,NA,NA,NA,Form Submission,3,General traffic
22/8/2022,NA,NA,NA,NA,NA,NA,NA,Get Approved,1,General traffic
22/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
17/8/2022,NA,NA,NA,NA,NA,NA,NA,Start Closing More,1,General traffic
21/8/2022,NA,NA,NA,NA,NA,NA,NA,Start Closing More,1,General traffic
22/8/2022,NA,NA,NA,NA,NA,NA,NA,Get Approved,1,General traffic
22/8/2022,NA,NA,NA,NA,NA,NA,NA,Start Closing More,1,General traffic
17/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic
18/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
19/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
22/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
22/8/2022,NA,NA,NA,NA,NA,NA,NA,Start Closing More,1,General traffic
17/8/2022,NA,NA,NA,NA,NA,NA,NA,Get Approved,1,General traffic
16/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),18,General traffic
16/8/2022,NA,NA,NA,NA,NA,NA,NA,Start Closing More,1,General traffic
17/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),14,General traffic
18/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),14,General traffic
19/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),16,General traffic
20/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic
20/8/2022,NA,NA,NA,NA,NA,NA,NA,Start Closing More,1,General traffic
21/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic
22/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),23,General traffic
22/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic
16/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
17/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic
18/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
19/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic
22/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic
18/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
18/8/2022,NA,NA,NA,NA,NA,NA,NA,Start Closing More,1,General traffic
16/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),4,General traffic
17/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic
19/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic
20/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
22/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic
18/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
18/8/2022,NA,NA,NA,NA,NA,NA,NA,Start Closing More,1,General traffic
19/8/2022,NA,NA,NA,NA,NA,NA,NA,Start Closing More,1,General traffic
21/8/2022,NA,NA,NA,NA,NA,NA,NA,Form Submission,3,General traffic
21/8/2022,NA,NA,NA,NA,NA,NA,NA,Get Approved,1,General traffic
16/8/2022,NA,NA,NA,NA,NA,NA,NA,Start Closing More,1,General traffic
16/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic
17/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
20/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
21/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
19/8/2022,NA,NA,NA,NA,NA,NA,NA,Form Submission,1,General traffic
20/8/2022,NA,NA,NA,NA,NA,NA,NA,Form Submission,2,General traffic
16/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),9,General traffic
16/8/2022,NA,NA,NA,NA,NA,NA,NA,Start Closing More,1,General traffic
17/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),5,General traffic
18/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),12,General traffic
19/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),9,General traffic
20/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
21/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic
22/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),12,General traffic
16/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic
16/8/2022,NA,NA,NA,NA,NA,NA,NA,Start Closing More,6,General traffic
17/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
17/8/2022,NA,NA,NA,NA,NA,NA,NA,Start Closing More,5,General traffic
18/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
18/8/2022,NA,NA,NA,NA,NA,NA,NA,Start Closing More,8,General traffic
19/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
19/8/2022,NA,NA,NA,NA,NA,NA,NA,Start Closing More,2,General traffic
21/8/2022,NA,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic
